DHW,CoverChange
10,-79.7012735683875
2.6,6.24565007183869
3.1,-7.44525620097941
7.6,-29.4851781298954
4.4,-6.45069768871266
7.5,-77.6049923453269
7,-62.9104567334739
5.1,-0.0689018893438025
2.8,-1.90527468912632
4.9,-70.4854308747576
9.6,-56.3732531813569
8.8,-67.7054386661374
7.3,-79.3814723367916
0.2,3.91848526848019
0.2,4.97067500119598
3.1,-42.1157701785996
2.8,2.99313170956942
9,-93.4294227540379
3,-27.9149552851186
3,-7.05530209525332
8.2,-69.7585469375353
5.3,-11.3565655708518
1.8,4.08034463191781
7.3,-71.3940881119536
7.8,-39.5802343276196
6.8,-48.8488170562821
7.6,-57.2487133343268
2.9,7.33225212847991
3.3,-35.7596941777782
4.4,-31.8448139281524
9,-85.47237421173
0.2,3.99255853197363
2.8,4.71801953979493
10,-93.7048833904372
4.9,-86.8317017633088
9.6,-13.5084655107943
6.5,-54.2189572775764
5.3,-32.1166239129075
5,-12.6435008650034
9.4,-17.375048277405
5.9,-13.7270654694284
7.3,-27.9373862980343
8,-85.312016892274
8.2,-18.0021376455188
4.4,-14.3779198269291
7.1,-84.7082282760619
7.9,-59.7677079234976
7.1,-33.385306785074
6.5,-62.2969429340114
7.8,-29.8561478472475
8.8,-85.5751531273686
5,-35.4465660901087
7,-93.6419540748113
8,-9.52106227759276
7.9,-11.4599926448217
0.2,4.28757744716597
7.2,-31.4917369391264
8,-69.7879731540443
8.9,-91.0549445870654
3,4.67135313745184
3.7,-16.2784603939193
6.5,-17.4455213081089
2.9,4.41119241459939
9,-80.7811818201252
7.8,-43.3358617140897
5.1,-4.23256052749317
7.8,-90.4608332651224
3.1,-35.4042242304174
3.5,-13.9317993166845
5.3,-19.9168619406167
9.5,-90.5172899624916
9.6,-80.2523841379877
4.4,-10.1873659806119
3.3,-22.4510107249569
7.7,-69.3740485913345
5.3,-17.7620327216269
8.8,-77.2287858606154
7.6,-70.6832459903776
8.2,-53.8030181308757
8.1,-68.2557025972607
3.1,-38.0184574456516
7.1,-7.34517542342356
2.9,3.56651233708664
7.1,-68.0123449376475
2.8,2.2054660291789
7.6,-72.8746106165483
8.9,-80.3916926967557
7.8,-33.6137152786714
4.4,-26.5436759047005
5.3,-22.0634253825926
7.5,-58.9690507930932
1.8,3.77349057536359
3.3,-29.5543388314372
2.2,4.1442971403528
3.7,-25.668315387301
7.8,-25.5864542301135
8.8,-62.0414333738976
3.1,-8.93949995024731
7.3,-92.7124748131004
9,-93.3501493115734
3,-7.67194511124691
4.9,1.11374145139408
9.6,-48.715938860125
7.2,-44.6690537161031
9,-76.2149674422504
5.3,-42.2198506360204
6.8,-87.2140410449426
1.8,3.76305175733216
2.8,3.12889734846622
3,-12.3613315482238
6.8,-14.5376848972223
3.5,-3.5427991016037
9,-90.6559529976494
0.2,4.27152202135192
5.6,-25.6643008281257
7.8,-77.7551808175789
7.3,-48.0635473222821
6.8,-32.6103581861264
2.2,4.52021388593146
9.6,-32.3361444983067
9,-41.6785371779298
2.2,4.10827879083617
7.2,-55.8672269833134
2.6,4.91905312471029
7.3,-27.2339964790301
9.4,-72.4633810783359
3,1.88540754163017
2.6,4.16620783581268
0.2,4.21904834198494
7.8,-91.2724934096515
3,-11.7191434984687
0.2,2.28734401307319
7.6,-30.0005707616997
3.7,-8.78602908251042
6.8,-84.9987355616268
7.9,-38.2973810747003
6,-68.7064182518669
7.7,-14.9509023568481
3.1,-16.0362227434932
2.6,4.27778201801253
7.6,-23.9204595079196
5.9,-35.3461446639823
2.9,3.08940153190978
9.5,-79.9026406609146
4.4,-7.52226185887442
7.3,-48.6965901222039
3.7,-72.7276837305859
5.6,-20.9047207530103
3.5,-54.0959529606557
5.3,-60.1924959431316
2,4.27101728562692
2.2,3.59257761487361
4.4,-47.1111276017476
7.3,-67.4358625173293
6,-28.2946316404089
7.2,-72.2524055377256
8,-70.4675667200742
9.5,-67.9394752284349
3,-10.7372609590485
4.9,-66.7404917032291
3.5,-27.3060065249001
6.8,-11.8261760685861
3.3,1.43697689017505
0.2,3.09234666296121
3.7,-52.2017408191199
8.2,-40.5386789808613
5,-33.7049488128738
7.3,-74.3483985283441
3.3,-19.4540148684158
3.1,-41.0279061751106
3.1,-29.1102442799997
7.8,-13.2258619848413
3.1,-19.0675768477259
5.9,-40.1356630362999
5.3,-34.0912765289288
0.2,5.52866999830447
2.8,3.86549614782964
7.8,-69.799369962521
8.8,-81.1797114620016
7.7,-68.4755774237288
4.9,-90.5053327685509
4.4,-1.30970793333593
4.9,-38.636527678069
6.7,-31.5241412079867
3.8,-0.375416937705002
7,-66.7237263601103
6.7,-34.6833580757322
3,-11.3137845217712
3.8,6.35336775807086
7.1,-64.8558783100885
9.5,-80.2703060940834
7,-41.6617485390268
7.9,-77.8741914913
7.6,-23.3691838774854
3.5,-19.9641396391779
3.5,-56.0350297224363
7.3,-47.4988047057556
5.3,-60.0623562605211
4.4,4.01985252891478
2.2,6.0161231097907
3.5,-21.3212712060716
7.5,-42.6219127206926
3.1,2.57858325011555
5.1,-64.0701867849555
3.3,-20.8247040889465
7.2,-20.0734657008697
8.8,-68.201004438714
10,-93.1350468131273
3.5,-2.88353768626515
4.4,-17.3304853453335
5.9,-11.2961601254492
3,-27.1705715551044
3.5,-36.3814552399869
8.9,-56.2364150795029
8.8,-59.6844109129541
2,4.25784465597223
8.2,-51.2855171665258
7.1,-27.7623972635921
9.4,-68.2152583422844
7.8,-79.4438283126473
6.7,-8.15372358269037
5.1,-54.208746072604
5,-0.567314932234307
2.8,5.20063116758976
0.2,5.31278216254686
3,-5.30809349631524
0.2,5.08878662184809
3.5,-12.2264889090879
2,4.16880788747312
3.8,-7.16682170429817
0.2,4.0760072922544
7.6,-82.8448210461847
8,-57.4232005687986
0.2,2.53830414257382
7,-5.67588752817904
8.1,-78.6303677011019
8,-81.8457730158509
9.6,-88.9096933536415
7.8,-81.8271269764654
5.6,-39.6197824634193
2.8,2.55834059095641
9,-44.990214387331
1.8,4.17345492836172
5.9,-60.1890425225768
9.4,-92.0775923825755
9.6,-91.7678282496629
5.1,-17.4340465208081
3.3,-17.9928595155597
7.5,-51.7416593466968
8.2,-24.6261420857195
7.9,-64.9049266718846
3,-13.1248786787572
8.8,-67.0114151776202
8.9,-38.9748261924998
9.5,-68.4700932096322
5.3,-27.4768547084345
2.2,2.99405381651201
3,1.37860535660301
5.3,-44.145968302829
6.5,-1.77195175425239
9.6,-58.0558833022048
2.8,5.06338450463315
2.8,5.79603424718669
8.2,-62.4693720699554
3.1,-16.4140977074896
3.7,-32.4090938310227
4.4,-0.0945882994557739
7.3,-59.8583040790436
5.3,-27.9874701772567
3.1,-6.61454766991074
7.5,-59.2450903314178
2.9,4.67148469372647
8.2,-71.1377767154866
6,-33.2929034712694
7.9,-53.2730209192331
2.9,4.75501275862177
3.7,1.35133965009728
7.1,-63.7136032964428
8.1,-74.7030773483782
0.2,4.26825156092428
3.1,-15.2278651756506
3.5,-3.09813741717939
0.2,4.1729580779037
8.9,-86.5976984691602
0.2,4.56858732260693
7.2,-89.4226550442896
3.7,-39.5841763208905
8.9,-30.4060845653374
5,-34.8429444862948
7.1,-73.0572517584188
8.1,-64.251523566948
5.3,-13.6394094890359
2,4.380185631261
7.3,-51.0248142390388
9,-67.801592477135
7.2,-19.578351172257
8,-46.6017627561468
5.9,-54.5555387801049
7.9,-84.1475534692648
5.3,-9.84968179966739
9.4,-57.3363111392358
7.5,-70.1018581475022
8.2,-43.9714339312629
5.6,-13.1456824828822
7.7,-91.6390659515855
8.1,-82.6582769026196
7.9,-92.5552567564398
3.5,4.1458719454842
7.8,-85.4925697121031
8.9,-41.2752346248931
3,-42.3580517280721
8.9,-88.4208991696981
10,-91.5460341727725
2.9,4.76483527743001
3.3,-50.6829610876049
8.9,-76.5478294351694
8.8,-48.4138023662643
2.2,4.80981242698407
10,-62.8924545599806
7.5,-90.5485166186362
5.3,-44.6657083244126
7.8,-88.482055853676
5.3,-23.2565191024864
5.1,-54.4446325088054
7,-37.8603044970301
2,3.30621275496195
4.4,-5.21719408120318
7.6,-67.300397125774
3,-10.8619322499102
7,-46.4726286291761
7.5,-62.2802490347616
7.2,-72.0592036876793
7,-63.9284980399334
7.7,-91.8461854383233
3.5,-64.8751662981453
6.5,-29.8169648351202
4.9,-14.7281138011278
9,-91.935439882618
7.7,-28.1361832732679
7.8,-83.8901835477699
6,-35.690579904868
3.3,-36.155813451637
7.6,-66.9388494501205
3.3,-15.2430770699258
1.8,2.97542135174163
3.7,-14.9601452451011
7.8,-74.3689545658889
4.4,-34.8797065072948
2.2,5.42539839501007
3.5,-38.922075962877
8.9,-66.6362608107979
7,-46.4228682190903
3.1,-1.57489106935144
4.9,-15.0535526231975
4.4,-52.4923831680181
6.7,-54.5842340908231
3,-11.1566471045285
6.7,-46.0234938036942
3.1,-12.9554910346261
9.4,-91.2213338943825
7.3,-37.0916441337734
0.2,5.65700600481886
8.9,-13.9184207654266
6.5,-61.0010078445817
7.8,-83.7731526807638
3.1,0.891561513034945
5.6,-84.6649765105013
3.5,-4.62291445937929
7.7,-88.6098209972318
6.5,-1.80219503327469
8.9,-61.1174587489321
7,-37.2439062033629
5.9,-14.6746784420173
6.7,-58.6044955167335
7,-66.9278782135974
0.2,3.38555818291303
3.5,-41.3129688855241
7,-64.0235732009926
3,-10.654381273374
8.9,-75.3219912365272
7.3,-53.9313543099032
7.5,-61.4729208814554
3,-33.8066815047688
8.9,-46.2503331864729
0.2,4.74951183178827
6,-56.2943891445523
5.3,-49.8836254488693
3,-15.6351956245158
9.5,-90.0222433750746
7.9,-87.2585603581396
7.9,-23.2129865846679
5.6,-61.5643135981987
4.4,-43.9734354589309
4.4,-27.3111276675915
3.5,-14.4005315143566
5.1,-74.1400586994532
1.8,4.32076994872014
6.8,-43.2766717698177
4.4,-38.3278447572732
7.2,-67.0861240886314
7.3,-55.3972738906942
5.9,-22.7394531649018
2.2,2.99853804316002
7.3,-78.2292689267173
9.5,-69.8212987363174
3.5,-8.60330842434694
3.8,-16.828111238313
7.2,-38.8820505846945
7.9,-52.6674773693127
3.1,-13.5232352676724
7.3,-24.83203081075
7.9,-17.9147474456486
2.6,2.85555718884152
7.3,-35.78790457167
3,-13.637752905878
5.9,-5.31768641697813
7.3,-61.4269483251978
2.6,2.18544482656843
5.3,-53.5593448606633
7.3,-59.4831657823784
2.6,4.67512910632845
7.1,-79.9957087567469
6,-50.7636264627491
7,-29.5760142872583
7.3,-92.023309168549
2.6,4.12172460387076
1.8,5.56348368576538
0.2,3.05392148133199
4.4,-51.9029231091692
7.5,-20.8771684764363
4.9,-41.7196543378319
7,-59.5504008374886
7.5,-41.5527213276733
5.9,-28.2217870161261
5,-70.4703199471736
3.1,-20.576550793411
3,-24.8117347076685
6.5,-11.3497929414587
3.1,-22.5695820800398
0.2,4.56311041817956
8.1,-42.9582108913295
3,-34.8462821527224
4.9,1.87831749805157
8.9,-27.7960341742224
9,-74.8492840994725
5,-81.2263961125545
9.4,-93.4574578961715
0.2,4.20234675158353
7,-27.4566375671945
6.8,-73.8982047452294
3,-22.5045906770166
3,-24.0994050249335
8.8,-55.6855866723177
3.1,-44.1778427615879
3.3,-19.7106563212409
8,-78.1520611755175
8,-27.7371679893855
9,-92.0672753300157
3.5,5.6473709206485
5.3,-19.0952836778517
8.9,-6.9808299670739
7.8,-36.1800010090771
6.8,-67.1333252848035
5.9,-26.4918727000894
8.8,-89.8858849680088
7,-51.8237125033006
8.9,-27.9317055379699
10,-91.2953334554295
5.9,-59.5410140329316
5.6,-51.2098168237596
2.8,4.43155982113535
8.8,-36.4398188252304
7.5,-41.9592725438067
2.8,3.13189217358813
8,-31.9578443277694
2.8,4.23727234263713
5.1,-9.28311224139119
5,-32.6263754338292
0.2,4.23006484627171
7.3,-48.751317546202
7.5,-70.3009254974957
5.9,-18.3885698507848
8.2,-85.3335477833665
7.1,-59.4107323263268
3.1,-1.79392637305006
2.9,1.34027083249601
10,-86.1419228068853
7.3,-41.7913227626473
7.3,-11.1924620492639
9,-91.639241217007
3.5,-37.4595781888602
3,1.27314356578872
3.5,-6.94228139798573
0.2,4.58027813941499
7.8,-21.2901977508213
3.1,-38.5043610698305
6.7,-90.5419349192525
10,-88.8507115092131
3.3,-32.0542337183664
3.1,-4.71592864282633
3.5,-50.3814490208947
9.6,-92.2219203032231
6,-8.9116979730176
3.3,-20.840560109678
2.6,2.91806366904788
3.3,-45.5833986065032
3,1.36735097839611
6,-36.6629145044722
7,-60.4210021862257
2.8,3.12153549939202
3,-4.61313813504646
5.6,-10.4658454024063
9,-92.0991763826069
2,3.69901277983976
7.3,-75.3169861351847
0.2,4.45653227126777
4.9,-2.15868550343506
8.1,-61.4462152461186
8.8,-68.2126240820495
2.9,2.64828061317096
7.5,-10.3072374075984
3.5,4.40090419430787
3.5,2.20962474217019
5.9,-22.646456154032
2,3.48494438027785
1.8,4.17567392989408
9.4,-82.7362548539711
4.9,-6.86795156379929
7.3,-83.3926643930959
7.2,-55.0612762498439
2.9,1.76368742622896
3.5,-5.01761736860967
7.1,-23.2033460832789
8.2,-57.1029936080686
10,-72.9655948245432
7.3,-88.8021717350992
9.6,-80.1046162103801
2.2,2.68123476170878
2.2,5.41258139267177
2.2,6.03730236561044
2.8,3.46971360920935
5.1,-58.0305232907737
7.9,-64.3898371917624
5.6,-31.6867275734063
7.9,-81.8580628446379
3,-17.190736138233
5.1,-38.4308829515519
0.2,4.11873689876873
7.6,-73.5224352250079
3.8,-1.64951099417866
3,4.0562770215959
3.3,1.26999071544985
7.3,-53.3046412834344
2.9,4.35623577870714
3.7,-33.8382229311277
8.9,-62.9856172913905
7.2,-71.251222620706
8.8,-72.489452306187
3.5,-13.3508620441751
7.5,-45.5813274331903
9.6,-27.5619318146829
6.5,-80.5265741173839
3.5,-34.923640522201
0.2,4.87378857028564
3.5,-2.18951398211934
2.9,4.50563770966882
3,-20.501573234533
7.3,-34.1568951263834
3.3,-40.2424469647265
5.3,-35.4034038608846
9.4,-72.5158756604288
7.9,-39.4135684232397
7.6,-81.4987879880602
0.2,4.25640589630766
3.1,-1.96341746086507
3.3,-12.2912089618369
3,-54.2929549100719
2.9,3.15893881753236
5.3,-57.9602916312812
4.4,-56.5012647500674
3.7,-59.4724215590178
7.1,-80.6448902355612
6.8,-58.2264796308386
2.2,4.34809632333021
10,-89.7030704838
6.8,-19.0288554309667
3.8,-9.48169658261716
7.6,-61.2660905102203
7.6,-69.4527991700585
7.9,-44.2611523818252
4.4,-26.4688890967412
4.4,-8.8027333324153
5.3,-22.4082649149514
7.2,-48.8463196779514
5.3,-10.7474172754485
7.3,-79.9843724584039
3.5,-8.16253588833327
3,-0.358480074608041
8,-64.4681453457079
3.8,-6.7996974781206
8.9,-94.332879476562
3,-10.0891535688917
2.8,3.00344759702991
6.8,-20.1732618565033
7.5,-49.2629508044351
7.3,-25.1384973452156
4.9,-25.626970169559
7,-87.7716872394667
7.2,-56.7880025856496
7.8,-45.758314527155
0.2,4.03376411396307
5,-2.64946176545681
9,-26.3244326888937
3.1,-57.8994540862055
7.2,-66.9428282039927
9,-80.6375415086418
3.1,-9.31999826049438
4.4,-55.7434707239151
7.3,-43.1569695469176
7,-42.4112698624649
3.5,-41.4626549611167
0.2,5.35762587880541
5.1,-85.2776576153456
6.8,-4.63958608034058
9.5,-65.6796947927341
7.1,-26.9876037895254
8.9,-41.3994940664138
3.3,-25.8737756438908
8.9,-39.5290651339146
3,-64.0298286731864
1.8,3.47004662901144
2,4.27997375621663
6,-36.9493813518265
3.1,2.39875716457475
8.8,-59.603813803359
7.8,-34.5279978438989
5.9,-52.9657553082823
4.4,-68.7135480330282
4.4,-35.1869785875668
7.3,-83.6364867797617
8,-72.2962241351643
3.5,-40.4055073313156
7.3,-23.2535872331293
4.4,-26.7471690632924
5,-33.2019987170397
9.6,-91.0605122161442
0.2,2.97291143851697
8,-53.4473785040209
5.9,-43.0049107031574
7.7,-64.7676141890397
0.2,3.69090866320082
3.5,-41.985461988172
3.8,-12.9015594310207
7,-46.3661770298072
9.4,-93.4793255898141
0.2,4.98250541405167
8,-83.4923156381896
5.9,-35.7473540833623
7.3,-89.0686327676156
6.7,-65.3013494109549
6.7,-64.2929117175588
1.8,3.97144101057189
7.8,-55.6086171732808
7.6,-34.6768993511774
5.3,-82.3771105737336
7.3,-47.2462077753731
7.3,-91.9314295015631
1.8,3.47718810282179
3.8,-12.7523581504848
3,-7.52065187280668
8.9,-60.6614840204889
3.3,-80.3225466989564
3.5,0.801574583478234
4.4,-5.78121515068026
8,-92.2617728861103
4.9,-48.6842272807963
6.7,-16.9656204672978
7.8,-76.4083951475854
2.8,5.16875965962901
7,-6.86483109386411
7.8,-79.7564084731133
8,-70.0729161829743
0.2,4.46349188583209
5.3,-8.34140636663736
8,-82.7489412795509
8.9,-89.7106105646989
7.3,-92.0288114654655
8.1,-77.5058796747067
9.4,-70.3299775698498
6.5,-78.0899037633689
7.2,-60.8416088115535
4.4,-16.0520518553096
7,-79.9610484449285
8.2,-50.6809781240013
6.7,-46.7086537953637
6,-40.6571406039731
3,-25.2362199394898
3.1,-56.0283421777541
10,-42.574620137927
3.8,-73.152395247715
7.1,-65.8784902146719
5.9,-14.40829356565
2.8,5.0382213523993
9.6,-64.9232840512239
3.5,-6.53102644733711
3.7,-21.8792130144951
5.9,-66.8312766358376
10,-92.9653261366386
5.3,-46.2755372446276
3,-25.4992554036088
3,-15.1767669018005
3.5,-8.63259138358847
5.6,-23.5228349091652
5,-21.6816873333915
5.3,-12.6145541008411
9.4,-70.5008112580936
10,-85.9127598146119
3.5,-18.123667101029
4.9,-29.3889493603891
3.1,-10.272604673788
3.5,-25.9974247362511
9.4,-79.6663506914206
5.3,-67.5443574875039
2.2,5.37950548591575
3.5,-36.8732665080119
3.5,-3.3410493982882
2.8,4.80995345348657
6,5.46063884081608
7.8,-76.9413264112037
4.4,-25.4376798396698
7,-23.9504992451286
7.3,-14.6953286518464
5.1,-25.4956791654039
4.4,-12.9730934032488
2.2,3.92653702879113
4.4,-76.4307308761192
5.9,-16.1634429337381
3.7,-83.4213203600467
2.2,3.87785054314588
2.9,4.57612231462176
3.1,-2.25400420318931
9,-94.0220835558189
2.2,2.68077515002189
5,-50.8158370667473
9.6,-86.1873565781647
2.9,4.61234890303973
3.5,-11.3990250930191
3.5,-56.5390608980931
7.9,-23.8822685469117
9.4,-86.6192806681976
8.1,-50.9483788053808
9.5,-91.0412927727331
2.6,4.39489109162164
5.9,-27.5024359979742
2,4.28927680798003
2.9,3.8064438702498
7.7,-58.0273541705122
5,-7.27666520103615
3.7,-47.032841292999
8.9,-15.5742981226082
2.2,4.25047700996721
2.2,3.93744401533061
3.1,-9.1623257255573
8.8,-83.2513323584341
10,-92.1451115882412
10,-53.3207610871944
8.2,-52.7995736034581
2.8,4.50347403901146
7.9,-10.8375466388862
7.6,-49.3761018034497
7.7,-29.4990436488794
7.5,-89.7284191783427
3.5,-10.7823622832969
7.7,-73.3244099609035
7.1,-53.4299700501576
2.9,5.40007326739267
3,-32.3041180801481
3,3.60085403155097
9.6,-88.9518489035732
7.3,-31.5873095734286
2.9,4.22581090724925
9.6,-90.6424755665763
3.3,-26.7553484016052
1.8,5.46197593350425
4.4,-69.5460373922293
4.9,-56.7494778410032
7.3,-31.2525396034729
2.9,5.77689787935362
5.9,-45.2011927175631
5.6,-21.0011652308684
2,5.3836771985564
7.3,-17.6786110012598
8.9,-81.340554728986
4.4,-23.0711135843921
9.5,-87.1653295592597
8.2,-44.7504874362809
3.1,0.427721945960988
3.3,-16.3295452447202
7,-79.5946549151626
0.2,5.14453739673767
7.1,-76.967859145854
9.5,-93.3095790496458
0.2,4.27988473121655
6,-18.3619928483713
0.2,2.61336363320157
3,-36.3382812619068
5.3,-1.95711874391743
3.3,-7.63156181241539
7.9,-62.4866741751884
7.5,-60.7431748705405
3.3,-28.9449713303003
3,-8.61903524378786
5,-2.04988820893204
9.6,-74.7812415975546
7.8,-92.6579302991253
7.6,-35.5817787478843
3.7,-67.7974608485721
6.5,-9.5432498364738
0.2,5.2814667265054
7.7,-93.9291733966996
7.7,-36.2938306777409
2,5.39432987223918
9.4,-73.5601704644779
7.3,-74.3020623211769
8.1,-32.1995782750135
9.5,-88.6987704428032
7.8,-47.5945075899966
9,-93.692632033032
7.5,-87.4718335930965
7.3,-87.3136229451696
3.5,-20.7275504204903
3.1,-10.0635430389122
6.8,-39.1814922812361
7.6,-82.104758647486
3,-4.60683391761264
10,-72.5030477845124
6,-23.7909339149905
5.9,-58.1581014449067
2.8,3.37862795682661
9.6,-50.5166707141707
3.5,-36.2965022194181
3,3.41116112093447
3,-8.23134520700092
7.5,-64.3856941387252
10,-66.0004590913592
2.6,2.36454733819677
3,-11.7065207014792
0.2,3.53763584158174
4.4,-0.782775796495704
2.6,4.41385332728525
7.3,-6.76139429572215
7.2,-64.4147195815971
3.1,2.0762774489137
3,-40.1061270488028
7.9,-25.9849311945867
7.1,3.93806616370646
7.8,-66.1151796326828
0.2,2.84837593075988
7.3,-72.2409545039126
3.8,-9.42274465225023
7.3,-18.8600685035746
1.8,-0.60857177384339
4.9,-84.9980114108282
2.8,3.45119852753828
2.8,4.72179531177726
0.2,4.03134243063383
5,-43.1996882563126
8,-92.6906893311959
5.9,-14.9599324384358
2.8,4.36639785712248
7.5,-33.4137383902842
6.7,-45.0295213723656
4.4,1.90631157687227
5.9,-31.3168465091605
4.4,-21.090951900566
3,-33.0840953250026
3.8,-38.303324041401
9.6,-88.8227276890009
7,-52.2549960206792
4.9,-37.1959393475541
7.3,-38.4449687879836
7.7,-75.4314748887291
5.6,-19.6685089043557
8.1,-74.0510023610591
4.9,-40.552221151576
7.8,-47.8612121863046
9.5,-79.5746429963502
8.9,-28.2152833291287
3.5,3.16275859196247
0.2,4.49818820687385
8.8,-64.812926950261
3.1,-73.3561509555851
6.5,-79.2560664283544
9,-35.5473538093019
1.8,5.06087248508224
7.3,-10.3366592015595
3.1,-63.5539620274884
2.6,3.60141903037228
3.8,-28.7809873358966
6.8,-52.6055337771189
3,4.1607640482319
5,-72.1065158130933
9.4,-86.354463094773
7,-51.0056496647445
7.8,-68.8353122380145
7.7,-68.1517920195804
9.4,-91.3010170325678
7,-0.146728578969503
2.6,3.73220600438878
8.2,-90.6247878394861
7.3,-29.4216543744688
3.5,-20.3443850910101
9,-86.984503674033
3.5,-14.0183144792621
9.6,-51.0502313934543
7.3,-86.626263394975
2.8,3.94397292573459
7.3,-79.4383469991555
2.2,5.21919145728023
7.3,-70.9644754618554
7.8,-71.8349564325987
3,0.437575788502577
5.9,-43.014025518652
7.7,-48.6016996908847
5,2.23376547790534
6.8,-48.56408491279
5.9,-30.9386216429742
2.9,5.55655133754022
7.8,-83.6220847606608
5.9,-40.7292738732149
1.8,4.06868077817771
7.5,-54.4133120390812
3.8,4.33180242813675
9.6,-63.9893544163638
7.3,-24.1870488549482
3.1,-4.92214217583149
3.1,-19.6435036705702
2.6,3.44376425014188
7.7,-70.3227842217657
7,-66.6123668243478
4.4,-30.6274759184354
3.5,-6.10643538223229
3.7,-11.5716876068656
10,-50.8431447774445
3.7,-63.3252678634783
7.8,-66.502419511662
8,-74.0363217294548
3,-2.1181441699152
7.6,-6.22554237914801
3.1,3.62474814918941
4.9,-62.7264049226374
6,-13.9094836124539
3.8,-47.3935425476248
5.3,-25.7275368153576
3.3,-29.3218423824571
5,-47.9508470640602
7.7,-84.8845253272248
9.6,-88.8225478680761
9.4,-74.3152903069157
9.5,-50.2704160685226
8.2,-77.461317020511
3.8,-70.8234084303088
6,-12.2076908641455
3,-52.9027622811004
9.5,-64.554944368046
7.3,-10.6009127576906
2.8,5.09638987530947
2,4.02120162269403
7,-73.4362626153836
4.4,-22.353698230092
8,-64.8843471448372
7.5,-45.5865075620851
5.3,-24.1550730393942
8.8,-56.4894206118265
6.5,-56.2355150643331
2.6,2.87154787850606
2.8,4.23667115088142
2.8,3.30335528646035
3.1,-28.2964675138208
5.3,-12.3173895482508
2.6,3.78764985164581
2.8,2.7970846840797
7.1,-23.6611269638196
6.8,-12.0790465439558
1.8,3.39030567655655
3,2.91090808780325
7.9,-28.0247248577723
3.7,-11.2334122515568
7,-82.4892221859943
0.2,4.81843540321162
6,-3.32674772654285
8.9,-87.9098953702188
3.5,-56.9599817703958
7.1,-70.4026843231288
3.3,1.2809751202119
5.9,-5.38274722085868
5.1,-14.4286318770995
4.4,-35.9119883560624
4.4,-19.5029390145671
9.6,-76.4757252985214
3.8,-58.7807124752404
3.5,-26.7950453185329
7.1,-21.4337191765003
7.6,-32.3322358917894
3,-32.5017505561587
8.9,-58.9502514487269
8.1,-31.7786223296249
3,-24.4039290258497
7.3,-90.4836656204862
2.8,3.59986650680447
7.3,-49.1623406678596
9.6,-79.16543498106
7,-18.6183061247365
6.7,-64.1796177232623
